,date,review,rating,isEdited,userName,title,developerResponse
713,2024-03-05 14:49:27,"Kickstarter keeps advertising their latest promotions with overlays that I cannot seem to dismiss, basically locking the user interface unless I click “Yes, force me to view your latest promotion!”",1,False,ThatSteveWGuy,Get rid of the overlay ads,
714,2024-01-30 00:43:20,"In the middle of my campaign they pushed an update that removed the creator dashboard. Worst part is their update notes didn’t mention any of this, just mentioned bug fixes. This is supposed to be a platform for creators",1,False,Spinningblackfan,Ended Creator support,"{'id': 41664260, 'body': 'Hi there,\n\nThanks for taking the time to send along your feedback. The Kickstarter app is constantly evolving and community feedback is what helps us improve. We greatly appreciate your input and will be sure to share it with our developers.\n\nBest,\nKickstarter Support', 'modified': '2024-01-31T20:55:04Z'}"
715,2023-11-16 02:10:54,There is no way to contact anyone concerning problems I’ve tried contacting seller several times after they took my $$ and I never received the product,1,False,sandor45,Cannot contact administrator,"{'id': 40296814, 'body': ""Hi Sandor45,\nWe are sorry you're having such a frustrating experience. Please reach out to us at https://www.kickstarter.com/contact and we'll help you as quickly as we can."", 'modified': '2023-11-23T05:27:41Z'}"
716,2020-11-10 09:00:03,"Most excellent app! Very easy navigation!
Fun too! Expecting great things! Thank you!",5,False,"Uncle ""C""",Kickstarter app review,
717,2021-02-28 23:16:33,I follow a link from a content creator posted on Twitter and even when choosing to open in app it takes me to the browser version of the platform where despite saving a given project it fails to track on the app... utterly useless.,1,False,Hyllyn,Terrible app,
718,2020-10-22 03:44:45,Bottom text,5,False,The_Great_G,You make spending money dangerously fun,
719,2020-10-25 15:09:52,This app used to work well.  With the past couple of updates my explore page is completely blank.  I’ve deleted the app and reinstalled it but to no avail.  Contacted technical support and received no response.,1,False,Martinapalooza,Explore page is blank,
720,2023-01-16 16:21:29,Greatest app to find and cool new projects   You won’t regret it.,5,False,TheTricky1974,Amazing App,
721,2020-09-29 05:48:36,"I use NextDNS to block ads tracking, and somehome causing list of projects doesn’t show up in this app. It doesn’t happen with the desktop version",2,False,Wayan Tresna,Empty project if ads tracking is blocked,
722,2020-08-31 21:26:49,"The time remaining element is covering half the project thumbnail making many project names unreadable.  This is a significant decrease in usability, as well as a decrease in the likelihood that the project thumbnail will “hook” users.

I’m using an iPhone 7 and version 4.7",2,False,Geirix90,Stop Adding UI over thumbnails,
723,2019-10-26 17:39:17,"I am a long Kickstarter baker I have back 62 projects on the last 5 backings 4 have been scams, product that don't work, or never gets to me and all I hear is that Kickstarter is not responsible, there are no filters on who creates a projct and that is a credibility I issue",1,False,gferraez,Used to be my favorite app,
724,2019-01-24 04:18:10,"I have lost money on Kickstarter to a scammer who raised millions and disappeared.  But Kickstarter allowed him to raise new money in new campaigns!

I implore all those who’ve lost their money to a scam campaign, to give Kickstarter a 1 star review in protest! 

We all (should) understand that there is some risk in putting money into these campaigns.  But when they raise multiples of their target and then pretend that the products we bought are “nearly there”, it raises red flags.

Indiegogo is no better.

Beware!  The money pit is alive and well!",1,False,SkycaptainPCMR,No accountability for scamming users,
725,2024-03-16 17:06:24,I only want updates from the projects. I am not interesting in any marketing. I will now be turning notifications completely off.,1,True,mld2443,Disrespecting my notification settings,"{'id': 24056718, 'body': 'Hi mld2443, thank you for the review and feedback. We will take your suggestions into account for future releases. In the meantime, we’re happy to let you know that we just released comment threads and you can now read all replies in the right place. Make sure you update the app to the latest version (4.13.0) and you should be all set. Let us know what you think!', 'modified': '2021-07-21T19:29:53Z'}"
726,2023-07-22 01:34:08,Any Dynamite Entertainment campaign is a scam. They do not send anything but take your money. So many complaints from so many people and yet kickstarter won’t do anything because they make them money. Sad. Stay away from kickstarter,1,False,Lar1121,Scam,
727,2023-05-13 15:08:55,"I am on iPhone 12 Pro Max and the latest version of iOS and cannot sign into my account on this app. I’ve even deleted it, reset my credentials, and tried both wifi and cellular. Please fix ASAP!",1,False,Quantum.Matrix,Login BROKEN,"{'id': 36662779, 'body': ""Hi there,\n\nSorry to hear about these issues. Please get in touch at app@kickstarter.com and we'll be happy to investigate further!  \n\xa0\nBest,\nKickstarter Support"", 'modified': '2023-05-22T14:28:12Z'}"
728,2022-10-19 13:58:14,Creative way to support creative projects!,5,False,clbourland,Kickstarter,
729,2022-10-29 19:45:28,Keeps asking me to manage payment which I have done.  Cannot reach a point to retry payment method? Very frustrating app…,2,False,JackarooBlue,Cannot update payment method,
730,2018-11-13 04:34:25,I’ve pledge a couple times and all the companies I’ve pledged have sent products 🙌🙌🙌💖,5,False,1391M,Good Pledges,
731,2022-03-29 04:01:09,I’ve been burned for several projects - scammers target Kickstarter and naive purchasers who buy into the well-advertised products to come.,3,False,TxTrv,Buyer beware…,
732,2022-02-18 16:47:04,Spent several hundred dollars on a project last year just to be ghosted along with everyone else who backed the project. They stole 500k and haven’t delivered a single unit. Kickstarter has done nothing to resolve this fraud. How do they still have a 4.8 star review?,1,False,Pinesly,Waste of my money,"{'id': 28147105, 'body': 'Hi, Thank you for your review and sorry to hear that this has not been a better experience for you. We can reach out to a creator and ask them to respond to any unanswered messages, as well as encourage them to post a new update. Our Support team just needs some information first, you can contact them: https://www.kickstarter.com/contact', 'modified': '2022-02-20T04:29:40Z'}"
733,2021-07-22 22:27:51,"Don’t use it, if creators leaves the project or if you don’t get what you were supposed to get kickstart won’t help you in any way or form. Waste of your money and time trust me. Huge scam app and no customer service",1,False,myNickNamwWontWork,Don’t use this app,"{'id': 24299905, 'body': 'Hi there, Thank you for your review. Many projects on Kickstarter are in the early stages of development, which means that sometimes they may not come together as planned. For more information about the project, or to share feedback that could help with improvements down the line, we recommend reaching out to the creator directly. You can also contact us here: https://www.kickstarter.com/contact.', 'modified': '2021-08-04T01:36:43Z'}"
734,2020-05-25 18:51:40,Little too no vetting...no guarantees and now just way too hungry for business to care about customers over vendors. Enough of this place I still haven’t received anything from 2 vendors which were fully funded and are now just hiding! Thieves and charlatans here people...DO NOT USE KICKSTARTER TO GET ANYTHING!,1,False,JDXKR,Miserable,
735,2018-12-28 22:04:16,"Kickstarter needs to start policing the scam projects on their site. I’m part of the Z Trading blanket scam where thousands of Kickstarter members have been scammed. Kickstarter has done nothing to resolve this. I have been a long time user of Kickstarter, but am deleting the app until Z Trading situation is resolved.",1,False,retrolike,Too many scams,
736,2018-07-21 19:40:42,When there are sellers that don’t deliver.  Kick starter does nothing to help.  Very easy place to get ripped off.  Don’t trust it. Buy the product when it officially launches. Early bird rates are useless when you don’t actually get the product.,1,False,KingMonkee,Kick starter is only good when the seller delivers.,
737,2024-04-03 18:52:07,"Every time I try to use the app to login, it takes me to the website, and then when I put in my info it just says “Something went wrong. App cannot be opened.”",1,False,Guy Dude-Man,Can’t login,"{'id': 43284808, 'body': ""Hi there,\n\nWe recommend clearing the app's cache in your device Settings as a first step. If that doesn't resolve the issue, please check for updates to make sure you're on the latest version. If the issue persists, please get in touch at app@kickstarter.com and we'll be happy to investigate further!\n\nBest,\nKickstarter Support"", 'modified': '2024-04-15T19:53:40Z'}"
738,2024-02-20 01:33:38,"As of today, this app is flashing some kind of page similar to when a website is hacked via it’s ads.  Right now, I don’t trust it, until someone can verify that it hasn’t been hacked.",1,False,Kaelum-Yodi,Hacked?,
739,2023-01-20 18:49:10,"I’ve been trying to back a project with Apple Pay as my payment method. Apple Pay approves the transaction, but the app does not complete the purchase. Several days now of this issue.",1,False,Nausky,Not working.,
740,2020-01-10 17:30:59,Hello I just discovered this app and I wanted to know how can I post my project on the app?,5,False,flowervibes,I have a project,
741,2022-06-21 14:49:05,App is broken! Can’t log in then when I try to do what they tell me it just repeats the same step over and over in all the years I’ve used KS I’ve never had this problem,1,False,wuhdgehdjdj,Broken,
742,2022-04-26 12:39:43,Most of the time you have to use the website instead of the app because nothing works on the app,1,False,tjmaxal,Frequently broken,
743,2021-09-25 10:21:21,"After contributing hundreds of dollars, WOW it all goes away and the group ignores, deletes everything!!!!!! And they are NOT upfront enough to talk to you. All through some garbage, if you aren't giving us more money then you can’t get a computerized answer!!! SHAMEFULL!!!",1,True,Wahoo Joe,A COMPLETE SCAM!!,"{'id': 25307520, 'body': 'Hi, Thanks for your review and sorry to hear that you’ve been experiencing these issues with communication. If you’ve already messaged the creator through Kickstarter we recommend also reaching out through their social channels or website. If there is anything our Support team can help with, you can contact them: https://www.kickstarter.com/contact', 'modified': '2021-09-24T21:08:02Z'}"
744,2021-09-01 03:35:11,One year and counting and all I’ve gotten is “wait another week” there are risks with funding something but to me seems like I can put up a project up with false promises and lie and ghost all the backers so as long as Kickstarter gets their cut it’s all good!!! Awesome guys!!!!,1,False,saylaytl,Runaround,
745,2018-09-17 00:55:56,"So amazed by the tremendous support I’ve witnessed on kickstarter. So many dreams unfolding because of their selfless backers. GIVING BACK trumps GIVING “up” with Kickstarter!
Tina Wissner
(Creator of SANTA’S KITTENS)",5,False,Kdwissner,Dreams in action,
746,2021-04-24 10:02:40,I have paid for 4 projects that I never received or got reimbursed for. I also did not get a reply to all my complains. Because of this I no longer trust kickstarter platform. Sad.,1,False,Reddog3zx,I no longer trust kickstarter platform.,
747,2020-10-02 10:26:03,"Kickstarter wants our money, that’s it. They have no mechanism to weed out scam projects. I backed a “UK” based project. Fast forward six months and the project is based all In Macedonia and no item was received nor have they responded. Kick doesn’t care, heck I can’t even find a report button.",1,False,Mikey33358,Scam,
748,2019-11-23 19:16:31,I’d like to sort by projects I have backed but have not received much as I can on the web.,3,False,amcy60,Missing feature,
749,2019-10-24 22:10:18,"I have had several purchases from KS go very well, but I lost several hundred dollars on backing projects that never delivered and kept my money. Kickstarter did not and will not help get any money back. Billetus wallet. Check out the comments on that bad boy.",1,False,Gggggoooooo,Beware and read,
750,2018-10-28 17:09:29,"This app really needs a way to browse KS by category. I’d love to look at KS based on kitchen/dining. (If this already exists, it needs functionality on the app!) Also, a way to hide KS that are closed.",3,False,Ijustwanttomakemyreview,Filtering,
751,2018-03-04 18:07:37,"It’s fun to help others achieve their dreams
It’s time to give back",5,False,tiskadog,Fun Giving,
752,2023-11-13 14:56:23,Glad I got the opportunity to back some amazing people.,5,False,HoustonHelp,"Thank you Gulf Coast Cosmos Comics, Brian Hawkins, and Patrick Foreman","{'id': 40185980, 'body': 'Hi HoustonHelp,\nWe are so glad you are enjoying our platform and finding unique creators to support! We hope to have you as a backer for a long time!', 'modified': '2023-11-17T02:33:17Z'}"
753,2022-08-10 03:54:55,Love to give my extra money!,5,False,fuchingnicknamesalltaken,Best place on the App Store,
754,2021-11-17 04:49:22,"Having a lot of fun watching my Kickstarter project get closer to goal, great job!",5,False,cubby5678,Great app!,
755,2020-06-02 13:24:42,This allows me to support small businesses and help the “little guy”,5,False,Rugger1310,Love it,
756,2021-08-25 06:19:37,Absolutely got scammed on my first project. I was one of the UVMask backers who got my money taken and no product. Kickstarter provides no support for fraudulent scams. There is no accountability and this ecosystem is extremely dangerous. Don’t fall for anything you see on this app.,1,False,A7xadams,Scam,"{'id': 24765937, 'body': 'Hi, Thanks for your review. Unlike an online shop, Kickstarter is a place for creators to find support for creative projects and the final delivery can come with unexpected hurdles. Remember, backing is not buying. If you have feedback on ways we can continue to improve the backer experience, let us know: https://www.kickstarter.com/contact', 'modified': '2021-08-27T22:18:48Z'}"
757,2017-12-20 03:39:33,Easy to join and help make dreams come true!,5,False,Genes Monster Music,Love the creativity!,
758,2018-05-31 03:07:07,"kickstarter brand is in the dumps, products over promise, under deliver, heck, one i backed sent a photo of first class airfare. don’t expect good service and real timelines. products, 1 quality, 2 waiting and months late, and we all paid +1m US.",1,False,Buzzbombtunes,poor product timelines.,
759,2023-08-16 15:31:45,What is going on crickets from the project over a year over due plus nothing from kickstarter very disappointed won’t back another,1,False,Charles Xavier1343,Sad no follow on a kickstarter that’s has not issued or full refunds,
760,2018-11-23 18:56:05,Looks like these will be great organizers in our master bath! Definitely into de-cluttering!,5,False,dementedxmoose,Getting organized!,
761,2023-01-30 05:14:00,"Coincidentally 3 scams out of China, I won’t be supporting anything from there of course, but it looks like kickstarter is taking no measures to hold peoples accountable for their misrepresentations.",2,False,Phallic Hyperplasia,Too many scams these days,
762,2022-08-17 17:08:09,Not a big deal.,4,False,LaurentiuT,"Can’t find my city, but close.",
763,2022-04-18 13:00:35,"Backed a project. Fully funded, no updates for 3 months, multiple reports to Kickstarter and no response. I will never back another project again. Kickstarter doesn’t care about backers.",1,False,Wannaberunner75,Never again,
764,2018-08-08 13:58:38,"Great projects, will start one of my own soon",5,False,taevsp,❤️,
765,2018-02-11 22:52:57,"I love this app, I have found really awesome things on here that I am awaiting their arrival.",5,False,Nadinehelen,Addicting,
766,2018-02-28 12:57:24,"Wants you to pay n select option of color, then you pay and no option to select color is given.",1,False,Davcom Bass,Says select any color..yet when u pay.. it doesn’t give u any option to a color,
767,2022-08-10 22:56:10,Just take my money.,5,False,Guest01235678909765432,Just like crack,
768,2022-12-27 19:36:33,"Not enough is done to hold companies accountable to provide regular updates or ensure fiscal responsibility once projects have been funded. There should be milestones to reach to release additional funding.

Avoid at all costs!",1,False,Schmeow_mix,Rampant with scammers,
769,2022-01-06 23:34:24,"I really like this App , works perfectly.",5,False,Asher1914,Fantastic App!,
770,2023-09-22 22:15:12,I just love kickstarter for all the wonderful projects,5,False,rigopoulos,Kickstarter,
771,2021-04-10 18:20:41,Kick starter is a great idea and I totally supported it. But I am out of all the products I have supported only a fraction of us ever came to completion. Be very careful it is a really low chance that you’ll get the product  pretty much a big waste time and money,1,False,SweetLouella,Scam run away,
772,2019-06-14 14:47:11,"Logging in via Facebook always fails. Once I finish the Facebook-side of the sign in process, nothing happens when I return to the Kickstarter app: it's frozen on the ""Log in with Facebook"" screen.
Kill the app does not resolve the issue.",1,False,Moconn77,Can't log in,
773,2018-04-03 16:05:43,"I can’t seem to login through the app.  Tried my email and also logging in through Facebook but I keep on getting an error message...and yes, I’m using my correct password.  I would give a “zero star” rating if I could.",1,False,mr smore,DOES NOT WORK!!,
774,2023-06-11 20:21:43,"The app work on my iPhone but on the iPad it won't recognize my password and keeps asking to prove I'm human. I do the press and hold, it says ok, then send me right back to that screen. Very buggy.",1,False,ilclbt,Does not work on the iPad,"{'id': 37097683, 'body': 'Hi there,\n\nWe’re working to resolve this issue at this very moment. In the meantime, we recommend accessing your account via a browser. Please don’t hesitate to reach out at app@kickstarter.com if we can help further and thanks for your patience!\n\nBest,\nKickstarter Support', 'modified': '2023-06-13T14:05:53Z'}"
775,2023-06-05 21:33:48,"Backed a project back in 2019. Never received the item nor thousands who backed up (2,092 backers pledged $269,076 to help bring this project to life.) 

Estimated delivery was January 2020( so pandemic can’t be really an excuse) 

The worst part is Kickstarter never responds to reports. Never reached out for help and never resolved this problem. Kickstarter encourages fraud. And then protects them at all costs. It’s disgraceful. 

I would never back another project on this fraudulent platform. Beware.",1,False,İnfinity,Fraud - no help,
776,2023-05-19 20:42:42,"Can’t log into the app anymore. Previously it was giving a captcha that wouldn’t proceed past, now the login screen just doesn’t work.",1,False,TenikoGames,Unable to log in,"{'id': 36662696, 'body': ""Hi there,\n\nWe recommend force-quitting and reopening the app as a first step. If that doesn't resolve the issue, please check for updates to make sure you're on the latest version. If the issue persists, please get in touch at app@kickstarter.com and we'll be happy to investigate further!  \n\xa0\nBest,\nKickstarter Support"", 'modified': '2023-05-22T14:25:00Z'}"
777,2022-01-31 23:19:31,"Seems Kickstarter has turned into scam starter.
Creators disappear with no updates or message returns, the products are broken in shipping..",1,True,SidSeeley,Having to dispute multiple items never received,"{'id': 27770768, 'body': 'Hi, Thanks for your review. Refunds are managed by the project creator, so we recommend reaching out to them directly to see if a refund may be possible. To message the creator, head to your profile and select the project in question. Next, tap the “View your pledge” button and you’ll see the “Contact creator” option under the top right menu on the next page.', 'modified': '2022-01-31T18:46:21Z'}"
778,2022-01-12 06:19:29,Project is almost 2 years past due and still no reward received dispute them posting “we’re shipping” lying updates every 6 months.,1,False,Francis ,Stay away,
779,2019-09-13 01:55:04,Takes four clicks to get to things that are just immediately visible on the web page.  Absolutely unusable.,1,False,thisisfumb,Worse than the website in every way,
780,2018-12-01 19:16:20,My wife is not very happy that I installed this app. I just surf the campaign’s for great deals on cutting edge tech toys,5,False,Baby-chuck,So much fun,
781,2017-12-19 18:32:03,Would be perfect if it included a rate limit on how much I could spend… :-P,5,False,annag42,Habit-Forming…,
782,2018-03-31 13:41:41,"I downloaded the app and I can’t log in, and none of the search or browse features do anything. I can do everything from a browser, but the app just serves up white screens.",1,False,72whiteraisins,It doesn’t do anything,
783,2018-08-27 01:09:53,The projects are awesome that come out of Kickstarter! Definitely love backing them! Great deals!,5,False,Symeon360,Awesome projects,
784,2022-10-25 04:41:49,Give it and you get 5 stars,4,False,Nomamez,Dark mode,
785,2022-09-04 11:33:01,Still can find survey that the creator wrote I should complete.,3,False,Ibis3,Not intuitive,
786,2020-07-21 23:22:44,"KS gets its money before any product is delivered, if ever, I understand. It has little incentive to check to see if the backers end up with what was promised. Been burned and will not back anything anymore.",1,False,Jsltpa,No oversight,
787,2017-10-25 15:43:22,Overall I love kickstarter but you take a risk in a project never getting completed.,4,False,unfalse,be the first,
788,2018-04-01 18:31:02,"Tried to log in with Facebook and get an error that it's not working. 

Try to browse the projects and nothing loads. Every page is blank. Search doesn't work either.",1,False,flypcide,App doesn't work,
789,2017-11-01 01:04:01,I will never back another project thanks to the eye smart phone case by ESTI. What a joke! Beware when pledging to any project could be a scam and you can’t get your money back. Kickstarter could care less about your money once pledged to a project... your on your own!,1,False,JRTWEST,Buyer Beware ESTI,
790,2021-03-23 13:17:20,Did the app stop working for anyone else recently? It’s not loading data or anything. Just a blank white screen.,2,False,Ursa Magnus,Problems?,
791,2024-03-09 12:24:10,"You have to go to the website now, which doesn’t have Apple Pay. Kickstarter is a scam.",1,False,Jessy Catterwaul,No longer any way to fix failed payments,"{'id': 42504558, 'body': ""Hi Jessy,\n\nThanks for reaching out and for taking the time to send along your feedback. The Kickstarter app is constantly evolving and community feedback is what helps us improve. We greatly appreciate your input and I'll be sure to pass it along.\n\nBest,\nTasha"", 'modified': '2024-03-11T11:08:46Z'}"
792,2020-11-25 13:11:46,"The app usually works very well, but activity screen has been blank ever since last week’s update.",2,False,EEJ49,Activity is blank since update,
793,2018-12-21 02:46:05,I have contacted the creator of the chess globe and the Kickstarter team to change addresses. I never get any response from him or a helpful response from Kickstarter. The project was backed over a year and a half ago and I will never use this again.,1,False,Tons o pie,Backed a dud,
794,2024-02-18 01:42:14,Kickstarter keeps sending notifications even though all the options are turned off.  They’re not respecting user choices.  They are scum!,1,False,Screamin Chicken,Scoundrels!,
795,2023-12-17 06:32:12,They are selling their products despite never delivering to their backers. Kickstarter should step in and shouldn't even allow this to happen in the first place.,1,False,Pengwino,Polygon's pending since 2016,
796,2023-06-11 17:53:33,Backed two successful projects and was woefully disappointed with the results. First was a flashlight that was copied and rebranded and resubmitted on Kickstarter! The second was a night vision scope that had a “bait and switch” shipping cost.,1,False,firstdaughterhaley,Not worth the adventure!,
797,2023-02-02 16:09:59,I have backed 2 projects I’ve never received. It looks like I’m out the cash because I can’t get a refund. Where is the work ethic of this company or rather these companies? What a scam!,1,False,why not simple,My backing,
798,2022-12-15 03:13:40,"This is a platform full of scam projects. Kickstarter doesn’t take any responsibility if you ended up being scammed. They don’t even validate the projects before they are posted, although, they claim they do. 

BE VERY CAREFUL BEFORE PUTTING ANY MONEY IN THIS PLATFORM.",1,False,smersyside,WATCH OUT FOR SCAMMERS,
799,2020-12-24 08:22:14,I am just wanted to let people know a lot of the items on here are scams and you do not get your money back.I am up to a $800 loss and have decided to give up on Kickstarter be careful what you decide to purchase.,1,False,Johnnyvill,To many scams,
800,2023-07-19 06:40:14,"If it’s made with integrity, purpose, and intent, I’m a kickstarter!",5,False,Coolchriscali,Help fellow creators out,
801,2020-04-29 04:20:07,"Go check the number of scammers making loads of money of your loose policies. In a way you are aiding crime and theft without checks and balances.

At least have the decency to support your subscribers against your global money scammers that never deliver product to us customers.

Such a waste of time. I wish I knew about your flaky policy before hand.

You and your management should be ashamed of your policies and what you stand for.",1,False,Saeed5,Your customer policy is garbage,
802,2017-12-27 21:11:21,"Everyone keeps saying I should use kickstart; to help fund my business, but when I finally sighed up, it wouldn't allow me to start a ""project"". Only prompts me to give money I don't even have to larger companies.",1,False,Danidetonate,Seriously flawed,
803,2024-04-20 01:55:41,I am Working On Authoring A Self Help Book: Titled: 19 Life Lessons From A 19 Year Old,5,False,B-Robs823823456,My Upcoming Project,
804,2022-04-04 00:55:44,Hundreds of us Got scammed by the golden eclipse tarot and kick starter does absolutely nothing about it. I will never help fund on kick starter again. I would give 0 stars if i could. Very disappointed.,1,False,linzee888,Got scammed by golden eclipse tarot. Kickstarter does nothing,
805,2021-10-30 16:49:23,Downloaded the app because website is currently not working. App is not loading the project I would like to back,1,False,Lalwerskater,Issues,
806,2021-05-11 23:05:14,"Won’t stope emailing me even though  i changed my notifications over a week ago, still sends me daily emails. Just stop already!!!!",1,False,Mdolphs,Abuses notifications,
807,2020-08-17 16:27:51,"Kickstarter does not vet any project listed on their site.  If you don’t receive what you paid for, it is your problem and Kickstarter will do nothing to resolve the problem.   I won’t be using Kickstarter anymore.",1,False,Doctorslots,Be aware of scammers,
808,2021-11-28 02:13:59,Need I say more?,5,False,NinjaSans,Decent app. Beats website,
809,2023-10-24 15:07:49,"I was scammed by a $260 album cleaner and turntable deal, and have had little help from Kickstarter getting a refund. Other purchases were successful, but never again.",1,False,rpphoto,Good for known companies,
810,2023-10-12 03:23:28,Tons of scams without any risk. Some seem super legit with a history of successful backs even but they and kickstarter will take your money without a blink of an eye as your promised product disappears. Save money and buy elsewhere.,1,False,JdOz5,Beware,
811,2023-09-14 20:44:01,There is nowhere to view my campaign or messages from it. Literally only lets me invest in other peoples projects which is great for them.,1,False,Hi go iuhh go ihhhk,No way to manage my campaign from the app,
812,2022-10-31 09:33:45,Most of the campaigns are a scam and kickstarter doesn’t vet the companies who use their platform. The companies who start a campaign hardly ever fulfill their promises while kickstarter and the companies take your money.,1,False,Traveling underdog,Scam!,
813,2022-05-13 21:50:23,Poor help support…they just send form letters from their help menu..which if already read provide no help at all. Definitely deleting account,1,False,NeuroticGOD,User unfriendly,
814,2021-07-07 14:54:29,Best place for any TTRP players to get spin-off book of they’re favorite TTRPG.,5,False,AjaxHogan22,MindBlow,
815,2021-06-02 20:11:08,i love kickstarter but the app has an issue with apple pay and pledging. i tried multiple times to use apple pay and it never got through. hopefully im not overcharged. it only goes through with a card you add personally to the app itself,3,False,ghibliava,buggy,
816,2021-02-23 17:15:49,Can’t open the app for more than a minute without crashing. Every other update they break the app and take weeks to fix it. They clearly don’t give a crap about backers or creators.,1,False,jmfeeney35,Garbage,
817,2020-02-23 18:25:41,"I think you should hire a few more designers who have no idea how the average person uses an app.  With just a bit more cumbersome approach you can make it so no one can get anything, or contribute what they want.",1,False,Really a Rip Off,Cumbersome,
818,2019-09-13 15:22:25,"Can no longer have anything to do with Kickstarter. Account and app deleted.

Union busting gets what it deserves.",4,False,CaptainFearful,Union busting...,
819,2020-11-20 10:22:17,"Kickstarter is a joke, had 2 projects that were scams and they did nothing about it, now I’m out of my money. Do not use this app!!!! They steal from you!! I wish Apple would let you give negative stars",1,False,Mattin20,What a joke,
820,2019-08-22 03:38:22,"..... and, maybe, a few for myself : )",5,False,MtLaurelMooseKnuckle,My Favorite Way To Find Awesome Gifts For Friends !!!,
821,2022-11-04 18:23:48,"I can’t wait for the 3rd installment of the fractured shards universe, vol 1 & 2 are amazing!👏👏",5,False,jbowerize,Aquila,
822,2017-11-15 12:55:50,Why did you change this at all?  Can’t find it the icon without the green color.  And it crashes.  Terrible.,1,False,Keystone72,New version crashes before you can view a campaign,"{'id': 1824135, 'body': 'Hi there, thanks for reporting this issue. We fixed this in our latest release, so the app should stop crashing once you update to the new version. Thanks!', 'modified': '2017-11-22T18:17:28Z'}"
823,2023-09-30 06:47:51,No dark mode. No default page from settings of what subcategory and filter I want.,2,False,Zen123521234,No dark mode,"{'id': 39464813, 'body': 'Hi Zen123521234,\nThanks for sharing that this feature is something you’d want as part of our app. We are already cooking something up for this and feedback like yours is what helps us improve. We appreciate you being an active member of our community and we’re excited to keep making our app better for you.', 'modified': '2023-10-12T01:37:03Z'}"
824,2023-02-24 19:50:10,"Kickstarter is a great idea that has brought a lot of good products to life, BUT they offer ZERO support or responsibility against scammers. It seems I just lost a few hundred bucks here in a campaign fully funded.",1,False,netmx,Beware of scammers,
825,2019-11-04 12:19:00,This site give hours of enjoyment.,5,False,DHRoseberry,Be careful,
826,2022-05-17 02:06:37,These people allow scammers to fraud us out if money and do absolutely nothing when they don't fulfill the Kickstarter. I've been scammed 3 times. Never again. I don't care how great it sounds.,1,False,VALPONSSUX,Legal SCAM!!,
827,2022-02-22 02:02:10,Needs dark mode! I would browse much more but too bright at night!,3,False,JPMiller11,DM,
828,2021-07-15 03:05:53,Trying to email them or message the for help don’t get your hope up for a reply if a bot can not awnser you’d have a better go sticking a banana in your ear.,1,False,sabastion.review.,Don’t expect a reply,
829,2019-09-29 23:47:18,"Theses games have great graphics, instructions, and fun to play!!!",5,False,TPayne110,Great games,
830,2023-06-13 15:15:16,What even is the point of having an app if there is no option to see your own project?,1,False,Mwwww4736,Doesn’t show the project I created,
831,2020-07-01 11:45:21,"Kickstarter should make donating more like bidding, so that competitive donors can keep upping their contribution in the hopes of being top dog. This secret donation amount thing is for the birds.",3,False,Chalkfields,Kickstarter Competition,
832,2019-10-20 14:03:25,"I am a super backer with over 100 backed projects.  Then Kickstarter fired employees for trying to unionize.  Do not support them, I know I will not.  I cancelled around 10 projects and now I’m deleting the app.",2,False,carpecanum,Unions and America,
833,2019-09-30 16:51:13,Kickstarter was great in the beginning.  I got to be in on some really cool stuff that I see in stores.   Now it’s full of scams and Kickstarter gives the backer no recourse other than to lose their money when they buy into a scam project.  BUYER BEWARE.  Not worth it.,1,False,sweetgolden20,Full of Scams,
834,2019-08-28 08:23:53,To access Kickstarter. No complaints. Usable!,5,False,Cambridge Reader,Pretty good way...,
835,2019-09-29 05:28:15,"Kickstarters leadership has come out as anti-union, and I’d rather not support them any longer. As a backer of over 30 projects and a successful campaign creator myself, I’m disappointed.",1,False,Bogie0000,I’m trying not support those that don’t support their workers.,
836,2017-11-23 00:16:58,So nice that the projects are successful and don’t just take your money and disappear like on  Indegogo,4,False,Slow bee,Love it,
837,2018-05-07 23:36:31,At first I loved it. I got to help people in there projects or visions come to life then it took a few bad apples to F it up to the rest of the good people I’ve wanted to help back. Kickstarter will not help the people who get screwed they already got their percentage.,1,False,Eric Corey,Backers beware,
838,2024-03-16 00:04:04,Very poor customer service. Unable to make smooth payment process. Very unflexible,2,False,Gyroguy999,Billing,"{'id': 42685898, 'body': ""Hi there,\n\nSorry to hear about these difficulties. Please get in touch at app@kickstarter.com and we'll be happy to investigate further!\n\nBest,\nKickstarter Support"", 'modified': '2024-03-19T12:39:50Z'}"
839,2023-12-02 22:02:13,There are so many scam products that do not even ship. Kickstarter does not help backer with any sort of claim or holds anyone accountable for their products. Unless it’s a reputable company don’t back them.,1,False,RATAATAAT,Bad experiences,
840,2018-05-25 21:22:48,We need like $50 motion capture system in infinity war and render farm. :),5,False,RatTinyCar,Motion Capture,
841,2022-05-04 16:39:21,"I redownloaded the app, wouldn’t load at all. Deleted and downloaded it again, still not loading at all. Pretty disappointed.",1,False,Alexisislame,Not working,
842,2021-05-07 20:38:30,I love supporting start ups.  What I didn’t appreciate was being thoroughly dismissed the one time I’ve asked for Kickstarter’s support when backers were scammed with the easy wash.,1,False,jiioasis,Poor support,
843,2019-10-02 17:49:41,"don’t be those jerks who fight it. stronger united workers can be stronger and united for the company too, if you don’t whine like crybabies about the fact they want to be able to live healthfully while they work.",1,False,its always subjunctive,"Oooh voluntarily recognize the union, you cowards!",
